"category","id","kabupaten","kecamatan","kelurahan","nama_tempat","alamat","daya_tampung","koordinator","no_hp","dokumen","keterangan","lat","lon","created_at","updated_at","deleted_at"
"Dalam Observasi","122","KAB. PONOROGO","BADEGAN","Kapuran",""," ","","","","","Dirapatkan","-7.8791851","111.3397144","0000-00-00 00:00:00","2020-04-10 21:59:44","0000-00-00 00:00:00"
"Dalam Observasi","123","KAB. PONOROGO","BADEGAN","Karangjoho",""," ","","","","","Dirapatkan","-7.8976357","111.3257918","0000-00-00 00:00:00","2020-04-10 22:01:47","0000-00-00 00:00:00"
"Dalam Observasi","124","KAB. PONOROGO","","Bandaralim",""," ","","","","","Dirapatkan","-7.8783096","111.3514234","0000-00-00 00:00:00","2020-04-10 20:56:30","0000-00-00 00:00:00"
"Dalam Observasi","125","KAB. PONOROGO","","Watubonang",""," ","","","","","Dirapatkan","-7.8891561","111.2978838","0000-00-00 00:00:00","2020-04-10 20:59:51","0000-00-00 00:00:00"
"Dalam Observasi","126","KAB. PONOROGO","BADEGAN","Dayakan",""," ","","","","","Dirapatkan","-7.9198115"," 111.2821224","0000-00-00 00:00:00","2020-04-10 22:04:38","0000-00-00 00:00:00"
"Dalam Observasi","127","KAB. PONOROGO","SAMPUNG","Kunti",""," ","","","","","Dirapatkan","-7.8396677","111.3254745","0000-00-00 00:00:00","2020-04-10 12:47:50","0000-00-00 00:00:00"
"Dalam Observasi","128","KAB. PONOROGO","SAMPUNG","?Carangrejo","Balai Desa","?Ds. Carangrejo Kec. Sampung ","7 Orang","Diana Amd. Keb.","085235943428","","","-7,8480096","111,3659382","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","129","KAB. PONOROGO","SAMPUNG","?Pohijo","","?Ds. Pohijo Kec. Sampung ","6 Orang","Kumala Dewi Amd.Keb","081359955950","","","-7,8068282","111,2921254","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","130","KAB. PONOROGO","SAMPUNG","Ringinputih",""," ","","","","","Dirapatkan","-7.8499534","111.3781807","0000-00-00 00:00:00","2020-04-10 22:07:27","0000-00-00 00:00:00"
"Dalam Observasi","131","KAB. PONOROGO","SAMPUNG","",""," ","","","","","Dirapatkan","-7.8274512","111.2749479","0000-00-00 00:00:00","2020-04-10 21:22:22","0000-00-00 00:00:00"
"Dalam Observasi","132","KAB. PONOROGO","SAMPUNG","?Nglurup",""," ","","","","","Dirapatkan","-7,8152718","111,3706941","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","133","KAB. PONOROGO","SAMPUNG","","Balai desa","Alamat Jln Raya Sampung Kec. Sampung ","5 Orang","Sugiarti Kep.","085381579612","","","-7.8276212","111.2749482","0000-00-00 00:00:00","2020-04-10 21:29:51","0000-00-00 00:00:00"
"Dalam Observasi","134","KAB. PONOROGO","SAMPUNG","Gelangkulon",""," ","","","","","Dirapatkan","-7.8585571","111.3135148","0000-00-00 00:00:00","2020-04-10 22:09:47","0000-00-00 00:00:00"
"Dalam Observasi","135","KAB. PONOROGO","SAMPUNG","Jenangan",""," ","","","","","Dirapatkan","-7.8585571","111.3135148","0000-00-00 00:00:00","2020-04-10 22:11:24","0000-00-00 00:00:00"
"Dalam Observasi","136","KAB. PONOROGO","SAMPUNG","Karangwaluh",""," ","","","","","Dirapatkan","-7.8622897","111.3347354","0000-00-00 00:00:00","2020-04-10 22:13:14","0000-00-00 00:00:00"
"Dalam Observasi","137","KAB. PONOROGO","SAMPUNG","Tulung",""," ","","","","","Dirapatkan","-7.8622897","111.3347354","0000-00-00 00:00:00","2020-04-10 22:14:58","0000-00-00 00:00:00"
"Dalam Observasi","138","KAB. PONOROGO","SAMPUNG","Glinggang",""," ","","","","","Dirapatkan","-7.8670357"," 111.3478433","0000-00-00 00:00:00","2020-04-10 22:16:57","0000-00-00 00:00:00"
"Dalam Observasi","139","KAB. PONOROGO","BALONG","Balong",""," ","","","","","Dirapatkan","-7.965168","111.4356514","0000-00-00 00:00:00","2020-04-11 09:10:32","0000-00-00 00:00:00"
"Dalam Observasi","140","KAB. PONOROGO","BALONG","Muneng",""," ","","","","","Dirapatkan","-7.9191741","111.4294277","0000-00-00 00:00:00","2020-04-10 22:22:09","0000-00-00 00:00:00"
"Dalam Observasi","141","KAB. PONOROGO","BALONG","Bulak",""," ","","","","","Dirapatkan","-7.9556076","111.440659","0000-00-00 00:00:00","2020-04-10 22:24:23","0000-00-00 00:00:00"
"Dalam Observasi","142","KAB. PONOROGO","BALONG","Sedarat",""," ","","","","","Dirapatkan","-7.9405612","111.4122634","0000-00-00 00:00:00","2020-04-10 22:26:20","0000-00-00 00:00:00"
"Dalam Observasi","143","KAB. PONOROGO","BALONG","Dadapan",""," ","","","","","Dirapatkan","-7.9640136","111.4091241","0000-00-00 00:00:00","2020-04-10 22:28:15","0000-00-00 00:00:00"
"Dalam Observasi","144","KAB. PONOROGO","BALONG","Ngraket",""," ","","","","","Dirapatkan","-7.9600037","111.4006252","0000-00-00 00:00:00","2020-04-10 22:30:15","0000-00-00 00:00:00"
"Dalam Observasi","145","KAB. PONOROGO","BALONG","Karangpatihan",""," ","","","","","Dirapatkan","-7.9568571","111.3464293","0000-00-00 00:00:00","2020-04-10 22:32:03","0000-00-00 00:00:00"
"Dalam Observasi","146","KAB. PONOROGO","BALONG","Tatung",""," ","","","","","Dirapatkan","-7.9238367","111.4195332","0000-00-00 00:00:00","2020-04-10 22:34:00","0000-00-00 00:00:00"
"Dalam Observasi","147","KAB. PONOROGO","BALONG","Ngampel",""," ","","","","","Dirapatkan","-7.9262902","111.4359717","0000-00-00 00:00:00","2020-04-10 22:35:46","0000-00-00 00:00:00"
"Dalam Observasi","148","KAB. PONOROGO","BALONG","Bulu Kidul",""," ","","","","","Dirapatkan","-7.9713893","111.3935863","0000-00-00 00:00:00","2020-04-10 22:37:47","0000-00-00 00:00:00"
"Dalam Observasi","149","KAB. PONOROGO","BALONG","Karangan",""," ","","","","","Dirapatkan","-7.9598757","111.4339833","0000-00-00 00:00:00","2020-04-10 22:39:52","0000-00-00 00:00:00"
"Dalam Observasi","150","KAB. PONOROGO","BALONG","Purworejo",""," ","","","","","Dirapatkan","-7.93118517","111.4256697","0000-00-00 00:00:00","2020-04-10 22:43:01","0000-00-00 00:00:00"
"Dalam Observasi","151","KAB. PONOROGO","BALONG","Pandak",""," ","","","","","Dirapatkan","-7.9797866","111.3606563","0000-00-00 00:00:00","2020-04-10 22:54:09","0000-00-00 00:00:00"
"Dalam Observasi","152","KAB. PONOROGO","BALONG","Ngumpul",""," ","","","","","Dirapatkan","-7.9516912","111.3982463","0000-00-00 00:00:00","2020-04-10 22:55:38","0000-00-00 00:00:00"
"Dalam Observasi","153","KAB. PONOROGO","BALONG","Bajang",""," ","","","","","Dirapatkan","-7.9563702","111.4501757","0000-00-00 00:00:00","2020-04-10 22:57:05","0000-00-00 00:00:00"
"Dalam Observasi","154","KAB. PONOROGO","BALONG","Jalen",""," ","","","","","Dirapatkan","-7.9440736","111.4191738","0000-00-00 00:00:00","2020-04-10 22:58:31","0000-00-00 00:00:00"
"Dalam Observasi","155","KAB. PONOROGO","BALONG","Karangmojo",""," ","","","","","Dirapatkan","-7.9423077","111.4309952","0000-00-00 00:00:00","2020-04-10 23:00:40","0000-00-00 00:00:00"
"Dalam Observasi","156","KAB. PONOROGO","BALONG","Sumberejo",""," ","","","","","Dirapatkan","-7.9595181","111.3874977","0000-00-00 00:00:00","2020-04-10 23:02:08","0000-00-00 00:00:00"
"Dalam Observasi","157","KAB. PONOROGO","BALONG","Singkil",""," ","","","","","Dirapatkan","-7.9688057","111.4217788","0000-00-00 00:00:00","2020-04-10 23:03:48","0000-00-00 00:00:00"
"Dalam Observasi","158","KAB. PONOROGO","BALONG","Ngendut",""," ","","","","","Dirapatkan","-7.9675061"," 111.3606828","0000-00-00 00:00:00","2020-04-10 23:05:52","0000-00-00 00:00:00"
"Dalam Observasi","159","KAB. PONOROGO","SLAHUNG","Nailan","Balai Desa","Ds. Nailan Kec. Slahung ","5 Orang","Bidan Desa","","","","-7,9811322","111,4180487","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","160","KAB. PONOROGO","SLAHUNG","Ngilo ilo","Balai Desa","Ds. Ilo ilo kec. Slahung ","4 Orang","Bidan Desa","","","","-7,9964628","111,3617937","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","161","KAB. PONOROGO","SLAHUNG","Kambeng","Balai Desa","Ds. Kambeng Kec. Slahung ","3 Orang","Bidan Desa","","","","-8,0102883","111,3986932","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","162","KAB. PONOROGO","SLAHUNG","Plancungan","Balai Desa","Ds. Plancungan Kec. Slahung ","2 Orang","Bidan Desa","","","","-7,9946269","111,4109381","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","163","KAB. PONOROGO","SLAHUNG","Gondik","Balai Desa","Desa Gondik Kec. Slahung ","3 Orang","Bidan Desa","","","","-7,9796202","111,4285342","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","164","KAB. PONOROGO","SLAHUNG","Duri","Balai Desa","Desa Duri Kec. Slahung ","2 Orang","Bidan Desa","","","","-7,9904506","111,3925407","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","165","KAB. PONOROGO","SLAHUNG","Caluk","Balai Desa","Desa Caluk Slahung ","2 Orang","Bidan Desa","","","","-8,0420437","111,3920117","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","166","KAB. PONOROGO","SLAHUNG","Simo",""," ","","","","","Dirapatkan","-7.9966392","111.4274082","0000-00-00 00:00:00","2020-04-10 23:08:07","0000-00-00 00:00:00"
"Dalam Observasi","167","KAB. PONOROGO","SLAHUNG","Gombang",""," ","","","","","Dirapatkan","-7.9750768","111.4118533","0000-00-00 00:00:00","2020-04-10 23:09:38","0000-00-00 00:00:00"
"Dalam Observasi","168","KAB. PONOROGO","SLAHUNG","Mojopitu",""," ","","","","","Dirapatkan","-7.699292","111.4360807","0000-00-00 00:00:00","2020-04-10 23:12:35","0000-00-00 00:00:00"
"Dalam Observasi","169","KAB. PONOROGO","SLAHUNG","Tugurejo",""," ","","","","","Dirapatkan","-8.0497381","111.3535454","0000-00-00 00:00:00","2020-04-10 23:14:21","0000-00-00 00:00:00"
"Dalam Observasi","170","KAB. PONOROGO","SLAHUNG","Broto",""," ","","","","","Dirapatkan","-8.0218291","111.3944124","0000-00-00 00:00:00","2020-04-10 22:17:45","0000-00-00 00:00:00"
"Dalam Observasi","171","KAB. PONOROGO","SLAHUNG","Crabak",""," ","","","","","Dirapatkan","-7.9834084","111.4306017","0000-00-00 00:00:00","2020-04-10 22:20:12","0000-00-00 00:00:00"
"Dalam Observasi","172","KAB. PONOROGO","SLAHUNG","",""," ","","","","","Dirapatkan","-8.0201691","111.3286167","0000-00-00 00:00:00","2020-04-10 22:22:41","0000-00-00 00:00:00"
"Dalam Observasi","173","KAB. PONOROGO","SLAHUNG","Duri",""," ","","","","","Dirapatkan","-7.9904716","111.3837858","0000-00-00 00:00:00","2020-04-10 22:24:58","0000-00-00 00:00:00"
"Dalam Observasi","174","KAB. PONOROGO","SLAHUNG","Gundik",""," ","","","","","Dirapatkan","-7.9795986","111.4197793","0000-00-00 00:00:00","2020-04-10 23:16:28","0000-00-00 00:00:00"
"Dalam Observasi","175","KAB. PONOROGO","SLAHUNG","Janti",""," ","","","","","Dirapatkan","-7.9747474","111.3939487","0000-00-00 00:00:00","2020-04-10 22:30:45","0000-00-00 00:00:00"
"Dalam Observasi","176","KAB. PONOROGO","SLAHUNG","Galak",""," ","","","","","Dirapatkan","-8.0017487","111.4164133","0000-00-00 00:00:00","2020-04-10 23:18:14","0000-00-00 00:00:00"
"Dalam Observasi","177","KAB. PONOROGO","SLAHUNG","Jebeng",""," ","","","","","Dirapatkan","-7.9971805","111.4140833","0000-00-00 00:00:00","2020-04-10 22:35:54","0000-00-00 00:00:00"
"Dalam Observasi","178","KAB. PONOROGO","SLAHUNG","Slahung","Balai Desa","Ds. Slahung Kec. Slahung ","9 Orang","Bidan Desa","","","","-8,0200885","111,3636385","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","179","KAB. PONOROGO","SLAHUNG","Truneng",""," ","","","","","Dirapatkan","-8.0161216","111.4169324","0000-00-00 00:00:00","2020-04-10 22:40:51","0000-00-00 00:00:00"
"Dalam Observasi","180","KAB. PONOROGO","SLAHUNG","Wates",""," ","","","","","Dirapatkan","-8.0165456","111.3569289","0000-00-00 00:00:00","2020-04-10 22:43:55","0000-00-00 00:00:00"
"Dalam Observasi","181","KAB. PONOROGO","SLAHUNG","Senepo",""," ","","","","","Dirapatkan","-8.0608596","111.3702788","0000-00-00 00:00:00","2020-04-11 04:09:42","0000-00-00 00:00:00"
"Dalam Observasi","182","KAB. PONOROGO","SLAHUNG","Menggare",""," ","","","","","Dirapatkan","-8.0232947"," 111.4125462","0000-00-00 00:00:00","2020-04-11 10:51:05","0000-00-00 00:00:00"
"Dalam Observasi","183","KAB. PONOROGO","BUNGKAL","Nambak",""," ","","","","","","-8.01071616","   111.4342917","0000-00-00 00:00:00","2020-04-11 10:53:22","0000-00-00 00:00:00"
"Dalam Observasi","184","KAB. PONOROGO","BUNGKAL","Ketonggo",""," ","","","","","Dirapatkan","-8.0011451","111.4387917","0000-00-00 00:00:00","2020-04-11 10:55:06","0000-00-00 00:00:00"
"Dalam Observasi","185","KAB. PONOROGO","BUNGKAL","Belang","Balai Desa","Ds. Belang Kec. Bungkal ","7 Orang","Bidan Desa","","","","-8,0096645","111,4524422","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","186","KAB. PONOROGO","BUNGKAL","Munggu","Balai Desa","Ds. Munggu Kec. Bungkal ","8 Orang","Bidan Desa","","","","-8,0289967","111,4583594","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","187","KAB. PONOROGO","BUNGKAL","",""," ","","","","","Dirapatkan","-8.015054","111.3944537","0000-00-00 00:00:00","2020-04-10 23:14:18","0000-00-00 00:00:00"
"Dalam Observasi","188","KAB. PONOROGO","BUNGKAL","Padas",""," ","","","","","Dirapatkan","-7.9909352","111.4516504","0000-00-00 00:00:00","2020-04-11 10:57:14","0000-00-00 00:00:00"
"Dalam Observasi","189","KAB. PONOROGO","BUNGKAL","Bekare",""," ","","","","","Dirapatkan","-8.025907","111.4334927","0000-00-00 00:00:00","2020-04-10 23:22:24","0000-00-00 00:00:00"
"Dalam Observasi","190","KAB. PONOROGO","BUNGKAL","Sambilawang",""," ","","","","","Dirapatkan","-7.9791338","111.4715672","0000-00-00 00:00:00","2020-04-10 23:30:16","0000-00-00 00:00:00"
"Dalam Observasi","191","KAB. PONOROGO","BUNGKAL","Kalisat",""," ","","","","","Dirapatkan","-8.0116855","111.4559173","0000-00-00 00:00:00","2020-04-10 23:36:19","0000-00-00 00:00:00"
"Dalam Observasi","192","KAB. PONOROGO","BUNGKAL","Kwajon",""," ","","","","","Dirapatkan","-7.9723086","111.4736368","0000-00-00 00:00:00","2020-04-11 10:59:21","0000-00-00 00:00:00"
"Dalam Observasi","193","KAB. PONOROGO","BUNGKAL","Kupuk",""," ","","","","","Dirapatkan","-8.0013576","111.4647008","0000-00-00 00:00:00","2020-04-11 11:00:56","0000-00-00 00:00:00"
"Dalam Observasi","194","KAB. PONOROGO","BUNGKAL","Bungu",""," ","","","","","Dirapatkan","-7.9838191","111.4591527","0000-00-00 00:00:00","2020-04-11 11:03:23","0000-00-00 00:00:00"
"Dalam Observasi","195","KAB. PONOROGO","BUNGKAL","Bungkal",""," ","","","","","Dirapatkan","-8.0043757","111.4467477","0000-00-00 00:00:00","2020-04-11 11:05:23","0000-00-00 00:00:00"
"Dalam Observasi","196","KAB. PONOROGO","BUNGKAL","Bancar",""," ","","","","","Dirapatkan","-7.9857957","111.4449267","0000-00-00 00:00:00","2020-04-11 11:07:18","0000-00-00 00:00:00"
"Dalam Observasi","197","KAB. PONOROGO","BUNGKAL","Koripan",""," ","","","","","Dirapatkan","-8.036774","111.4277624","0000-00-00 00:00:00","2020-04-11 09:32:33","0000-00-00 00:00:00"
"Dalam Observasi","198","KAB. PONOROGO","BUNGKAL","Pager",""," ","","","","","Dirapatkan","-8.0123542","111.4638112","0000-00-00 00:00:00","2020-04-11 11:09:25","0000-00-00 00:00:00"
"Dalam Observasi","199","KAB. PONOROGO","BUNGKAL","Kunti",""," ","","","","","Dirapatkan","-7.9925867","111.4387832","0000-00-00 00:00:00","2020-04-11 11:11:51","0000-00-00 00:00:00"
"Dalam Observasi","200","KAB. PONOROGO","BUNGKAL","Pelem",""," ","","","","","Dirapatkan","-8.0493781","111.4367514","0000-00-00 00:00:00","2020-04-11 09:36:29","0000-00-00 00:00:00"
"Dalam Observasi","201","KAB. PONOROGO","BUNGKAL","Bedikulon",""," ","","","","","Dirapatkan","-7.9743687"," 111.4417678","0000-00-00 00:00:00","2020-04-11 11:23:27","0000-00-00 00:00:00"
"Dalam Observasi","202","KAB. PONOROGO","NGRAYUN","Ngrayun",""," ","","","","","Dirapatkan","-8.1099486","111.3746302","0000-00-00 00:00:00","2020-04-11 11:26:04","0000-00-00 00:00:00"
"Dalam Observasi","203","KAB. PONOROGO","NGRAYUN","Baosan Lor",""," ","","","","","Dirapatkan","-8.0972435","111.3869251","0000-00-00 00:00:00","2020-04-11 11:28:49","0000-00-00 00:00:00"
"Dalam Observasi","204","KAB. PONOROGO","NGRAYUN","Baosan Kidul",""," ","","","","","Dirapatkan","-8.1392676","111.3832273","0000-00-00 00:00:00","2020-04-11 09:50:51","0000-00-00 00:00:00"
"Dalam Observasi","205","KAB. PONOROGO","NGRAYUN","Mrayan",""," ","","","","","Dirapatkan","-8.1091585","111.3410788","0000-00-00 00:00:00","2020-04-11 09:56:40","0000-00-00 00:00:00"
"Dalam Observasi","206","KAB. PONOROGO","NGRAYUN","Cepoko",""," ","","","","","Dirapatkan","-8.0772935","111.4651832","0000-00-00 00:00:00","2020-04-11 11:30:41","0000-00-00 00:00:00"
"Dalam Observasi","207","KAB. PONOROGO","NGRAYUN","Sendang",""," ","","","","","Dirapatkan","-8.1361921","111.4228604","0000-00-00 00:00:00","2020-04-11 10:04:43","0000-00-00 00:00:00"
"Dalam Observasi","208","KAB. PONOROGO","NGRAYUN","Binade",""," ","","","","","Dirapatkan","-8.0867176","111.3454238","0000-00-00 00:00:00","2020-04-11 11:32:09","0000-00-00 00:00:00"
"Dalam Observasi","209","KAB. PONOROGO","NGRAYUN","Temon",""," ","","","","","Dirapatkan","-8.1100444","111.4191502","0000-00-00 00:00:00","2020-04-11 11:33:31","0000-00-00 00:00:00"
"Dalam Observasi","210","KAB. PONOROGO","NGRAYUN","Gedangan",""," ","","","","","Dirapatkan","-8.1559887","111.4027154","0000-00-00 00:00:00","2020-04-11 10:11:16","0000-00-00 00:00:00"
"Dalam Observasi","211","KAB. PONOROGO","NGRAYUN","Selur",""," ","","","","","Dirapatkan","-8.0860271","111.5936454","0000-00-00 00:00:00","2020-04-11 10:15:08","0000-00-00 00:00:00"
"Dalam Observasi","212","KAB. PONOROGO","NGRAYUN","Wonodadi",""," ","","","","","Dirapatkan","-8.1563317"," 111.4394149","0000-00-00 00:00:00","2020-04-11 11:35:20","0000-00-00 00:00:00"
"Dalam Observasi","213","KAB. PONOROGO","SAMBIT","Campurejo",""," ","","","","","Dirapatkan","-7.9607457","111.4868447","0000-00-00 00:00:00","2020-04-11 10:20:20","0000-00-00 00:00:00"
"Dalam Observasi","214","KAB. PONOROGO","SAMBIT","Jrakah",""," ","","","","","Dirapatkan","-8.0436011","111.5369223","0000-00-00 00:00:00","2020-04-11 11:39:55","0000-00-00 00:00:00"
"Dalam Observasi","215","KAB. PONOROGO","SAMBIT","Gajah",""," ","","","","","Dirapatkan","-8.0393251","111.5054679","0000-00-00 00:00:00","2020-04-11 10:24:48","0000-00-00 00:00:00"
"Dalam Observasi","216","KAB. PONOROGO","SAMBIT","Bancangan",""," ","","","","","Dirapatkan","-7.9660047","111.4882053","0000-00-00 00:00:00","2020-04-11 10:27:29","0000-00-00 00:00:00"
"Dalam Observasi","217","KAB. PONOROGO","SAMBIT","Besuki",""," ","","","","","Dirapatkan","-7.9615037","111.5282587","0000-00-00 00:00:00","2020-04-11 10:30:30","0000-00-00 00:00:00"
"Dalam Observasi","218","KAB. PONOROGO","SAMBIT","Bangsalan",""," ","","","","","Dirapatkan","-7.9546927","111.5083702","0000-00-00 00:00:00","2020-04-11 10:31:34","0000-00-00 00:00:00"
"Dalam Observasi","219","KAB. PONOROGO","SAMBIT","Wringinanom",""," ","","","","","Dirapatkan","-7.9982896","111.4725352","0000-00-00 00:00:00","2020-04-11 11:41:44","0000-00-00 00:00:00"
"Dalam Observasi","220","KAB. PONOROGO","SAMBIT","Nglewan",""," ","","","","","Dirapatkan","-7.981972","111.4890253","0000-00-00 00:00:00","2020-04-11 11:43:19","0000-00-00 00:00:00"
"Dalam Observasi","221","KAB. PONOROGO","SAMBIT","Campursari",""," ","","","","","Dirapatkan","-7.9532247","111.4808697","0000-00-00 00:00:00","2020-04-11 11:45:04","0000-00-00 00:00:00"
"Dalam Observasi","222","KAB. PONOROGO","SAMBIT","Kemuning",""," ","","","","","Dirapatkan","-7.9439393","111.5205426","0000-00-00 00:00:00","2020-04-11 10:48:06","0000-00-00 00:00:00"
"Dalam Observasi","223","KAB. PONOROGO","SAMBIT","Wilangan",""," ","","","","","Dirapatkan","-7.9531971","111.5167302","0000-00-00 00:00:00","2020-04-11 18:31:56","0000-00-00 00:00:00"
"Dalam Observasi","224","KAB. PONOROGO","SAMBIT","Maguan",""," ","","","","","Dirapatkan","-7.9856956","111.5033703","0000-00-00 00:00:00","2020-04-11 18:34:36","0000-00-00 00:00:00"
"Dalam Observasi","225","KAB. PONOROGO","SAMBIT","Bedingin",""," ","","","","","Dirapatkan","-7.9738397","111.4831953","0000-00-00 00:00:00","2020-04-11 18:36:30","0000-00-00 00:00:00"
"Dalam Observasi","226","KAB. PONOROGO","SAMBIT","Ngadisanan",""," ","","","","","Dirapatkan","-7.9953485","111.4940098","0000-00-00 00:00:00","2020-04-11 18:38:02","0000-00-00 00:00:00"
"Dalam Observasi","227","KAB. PONOROGO","SAMBIT","Sambit",""," ","","","","","Dirapatkan","-7.998947","111.4470007","0000-00-00 00:00:00","2020-04-11 18:39:42","0000-00-00 00:00:00"
"Dalam Observasi","228","KAB. PONOROGO","SAMBIT","Bulu",""," ","","","","","Dirapatkan","-7.6920237"," 111.4999273","0000-00-00 00:00:00","2020-04-11 18:41:19","0000-00-00 00:00:00"
"Dalam Observasi","229","KAB. PONOROGO","SAWOO","Tumpuk",""," ","","","","","Dirapatkan","-8.0323422","111.538059","0000-00-00 00:00:00","2020-04-11 18:42:52","0000-00-00 00:00:00"
"Dalam Observasi","230","KAB. PONOROGO","SAWOO","Grogol",""," ","","","","","Dirapatkan","-7.9979485","111.5152252","0000-00-00 00:00:00","2020-04-11 18:45:33","0000-00-00 00:00:00"
